Time (UTC),U [m/s],theta [deg],P [MW],Price [€/MWh]
47580.25,17.200001,158.89999,1000,17.139999
47580.29167,16.41,160,1000,18.969999
47580.33333,15.49,161,1000,18.110001
47580.375,14.49,163,1000,13.22
47580.41667,12.95,167.60001,910.40002,0.1
47580.45833,11.89,164,678.5,0.03
47580.5,10.34,161.10001,445.89999,0.04
47580.54167,10.6,158.39999,477.20001,0.11
47580.58333,11.48,158,618,12.04
47580.625,10.69,151.39999,490.60001,23.309999
47580.66667,11.57,150,610.90002,38.93
47580.70833,11.59,154.5,616,39.509998
47580.75,11.71,156.39999,633.5,40.450001
47580.79167,11.12,155.89999,550.29999,40.48
47580.83333,10.95,163.10001,530.90002,39.09
47580.875,10.92,177.2,558,36.689999
47580.91667,8.5900002,189.60001,261,36.91
47580.95833,7.0799999,195.10001,166.60001,36.200001
47581,6.6599998,213.2,115,32.189999
47581.04167,5.6100001,222.89999,78.400002,32.220001
47581.08333,5.5500002,226.7,87,33.669998
47581.125,4.4499998,226,27.9,36.889999
47581.16667,4.8099999,235.5,44.599998,37.959999
47581.20833,3.6600001,236.5,13.6,38.970001
47581.25,4.0799999,202.39999,30.799999,38.860001
47581.29167,3.8199999,214.10001,17.5,39.419998
47581.33333,3.0999999,168.2,-2.2,39.82
47581.375,2.3499999,208.89999,-4.5999999,40.049999
47581.41667,1.64,165.7,-4.5999999,39.84
47581.45833,1.98,157.5,-4.5999999,39.490002
47581.5,3.26,155.7,-4.5999999,39.119999
47581.54167,2.5899999,264.39999,-4.5999999,38.880001
47581.58333,3.8099999,323.5,35.5,38.799999
47581.625,6.2600002,342.39999,86.900002,38.849998
47581.66667,7.02,356.20001,146.3,39.07
47581.70833,7.4899998,7.4000001,148.3,39.459999
47581.75,7.3699999,17.299999,157.5,39.91
47581.79167,6.9099998,14.2,117.6,43.07
47581.83333,5.6599998,22.6,65.300003,41.68
47581.875,5.6100001,40.299999,61.099998,41.099998
47581.91667,4.3400002,45.200001,17.6,37.599998
47581.95833,3.4400001,19.1,14.8,38.57
47582,4.7199998,336.79999,97.5,38
47582.04167,6.8200002,346.79999,131,37.939999
47582.08333,8.8199997,340,252.89999,36.48
47582.125,8.0900002,342.39999,197.60001,31.82
47582.16667,9.8699999,357.60001,334.39999,37.240002
47582.20833,8.9700003,6.3000002,256.79999,47.990002
47582.25,7.96,3.8,197.89999,56.5
47582.29167,7.8600001,5.6999998,186.5,62.130001
47582.33333,7.6300001,8.6999998,178.10001,52.009998
47582.375,7.5100002,16.6,170.3,47.77
47582.41667,8.1499996,19.6,197.89999,44.779999
47582.45833,8.3500004,21.1,220.8,42.939999
47582.5,8.6899996,22.6,241.5,42.5
47582.54167,7.8499999,22.1,200.3,41.509998
47582.58333,9.3400002,23.5,336.79999,39.299999
47582.625,9.9700003,28.9,401.20001,41
47582.66667,9.5900002,27.200001,359.89999,43.919998
47582.70833,9.0299997,29.299999,299.60001,47.689999
47582.75,11.07,31.9,485.20001,49.919998
47582.79167,12.75,41.599998,693.40002,46.259998
47582.83333,11.77,55.099998,649.59998,40.43
47582.875,12.54,61.900002,860,39.34
47582.91667,14.48,59.400002,1000,32.220001
47582.95833,15.66,69.800003,1000,34.299999
47583,16.93,73.400002,1000,31.809999
47583.04167,18.040001,77.300003,1000,29
47583.08333,19.16,75.800003,1000,27.32
47583.125,19.389999,79.300003,1000,28.049999
47583.16667,20.059999,80.900002,1000,32.509998
47583.20833,20.16,81,1000,41.369999
47583.25,20.48,81.699997,1000,44.32
47583.29167,20.4,82.900002,1000,42.98
47583.33333,20.870001,82.599998,1000,42.389999
47583.375,20.299999,82.300003,1000,38.040001
47583.41667,19.610001,80.800003,1000,36.759998
47583.45833,19.870001,83.900002,1000,42
47583.5,19.43,84.400002,1000,41.259998
47583.54167,19.280001,81.099998,1000,30.889999
47583.58333,21.18,79.699997,1000,36.700001
47583.625,21.98,82.099998,1000,34.029999
47583.66667,19.690001,82.5,1000,37.73
47583.70833,18.98,86.599998,1000,40.459999
47583.75,19.85,86.800003,1000,39.689999
47583.79167,20.68,87.900002,1000,39.110001
47583.83333,20.959999,87.300003,1000,33.990002
47583.875,20.68,87.800003,1000,30.950001
47583.91667,20.91,87.300003,1000,29.15
47583.95833,20.780001,89.5,1000,21.629999
47584,19.67,91.5,1000,20.09
47584.04167,19.030001,92.400002,1000,19.959999
47584.08333,18.940001,93.300003,1000,19.959999
47584.125,18.49,92.599998,1000,21.440001
47584.16667,17.969999,90.900002,1000,26.389999
47584.20833,17.84,89.199997,1000,36.490002
47584.25,17.68,86.800003,1000,42.52
47584.29167,17.59,83.800003,1000,43.110001
47584.33333,18.200001,85.199997,1000,39.810001
47584.375,17.74,86.199997,1000,38.299999
47584.41667,15.89,83.699997,1000,33.689999
47584.45833,17.059999,79.099998,1000,30.66
47584.5,17.27,79.5,1000,26.1
47584.54167,16.049999,84.5,1000,26.059999
47584.58333,15.92,82.300003,1000,26.02
47584.625,16.700001,79.800003,1000,26.059999
47584.66667,16.01,85.800003,1000,36.130001
47584.70833,16.41,89.400002,1000,38.619999
47584.75,17.35,90.699997,1000,40.959999
47584.79167,18.299999,89.400002,1000,40.959999
47584.83333,18.49,91.900002,1000,39.360001
47584.875,17.85,90.800003,1000,34.869999
47584.91667,16.82,88.199997,1000,27
47584.95833,16.059999,87.699997,1000,24.959999
47585,15.49,86.599998,1000,21.76
47585.04167,14.95,88,1000,23.040001
47585.08333,15.23,81.5,1000,20.85
47585.125,15.67,79.300003,1000,23.02
47585.16667,15.48,82.900002,1000,27.639999
47585.20833,16.23,76.5,1000,40.439999
47585.25,16.780001,75.300003,1000,41.57
47585.29167,16.219999,76.400002,1000,40.91
47585.33333,16.059999,80,1000,32.549999
47585.375,16.860001,78.300003,1000,28.959999
47585.41667,17.620001,74.599998,1000,26
47585.45833,18.65,74.599998,1000,24.91
47585.5,19.48,75.400002,1000,19.52
47585.54167,20.440001,78,1000,18.700001
47585.58333,20.77,79.300003,1000,25.030001
47585.625,21.049999,77.800003,1000,25.059999
47585.66667,20.48,84.900002,1000,32.360001
47585.70833,22.02,88,1000,39.66
47585.75,21.34,87.5,1000,40.110001
47585.79167,20.15,87.300003,1000,39.84
47585.83333,20.52,88.5,1000,37.200001
47585.875,20.549999,90.199997,1000,32.400002
47585.91667,19.24,92.900002,1000,26.83
47585.95833,19.040001,94.300003,1000,29.040001
47586,18.530001,92.900002,1000,27.040001
47586.04167,17.719999,98.400002,1000,25.01
47586.08333,17.059999,102.3,1000,25.09
47586.125,16.700001,106.8,1000,28.57
47586.16667,14.91,91.099998,1000,35.310001
47586.20833,12.53,87.300003,915.20001,40.810001
47586.25,14.85,95.400002,1000,42.029999
47586.29167,14.46,107.6,1000,41.880001
47586.33333,12.38,113.5,799,41.240002
47586.375,10.3,115.8,461.20001,40.860001
47586.41667,9.5600004,109.3,336.20001,40.48
47586.45833,8.8699999,108.7,308.20001,39.66
47586.5,8.1300001,112.5,233.7,36.830002
47586.54167,8.71,109.2,289.70001,38.310001
47586.58333,8.1300001,111.9,218.7,38.02
47586.625,7.8400002,106.5,214.60001,38.959999
47586.66667,6.23,117.7,93.300003,39.470001
47586.70833,8.0500002,108.9,219.5,39.599998
47586.75,6.8499999,110.9,98.099998,39.66
47586.79167,5.27,116.5,35.700001,39.48
47586.83333,5.48,88.800003,77.099998,39.41
47586.875,5.4099998,89.699997,71,39.009998
47586.91667,1.98,132.3,-4.5999999,37.720001
47586.95833,4.77,95.599998,27.1,31.200001
47587,1.03,88.300003,-4.5999999,29.200001
47587.04167,2.23,341.29999,-4.5999999,29
47587.08333,2.53,351,-4.5999999,29.92
47587.125,4.5700002,334.60001,42.299999,29.879999
47587.16667,3.9300001,334.89999,23.200001,32.029999
47587.20833,6.1100001,323.70001,110,35.84
47587.25,7.9499998,315.39999,206.10001,38.41
47587.29167,7.3400002,322.70001,188.3,39.740002
47587.33333,4.3400002,327.39999,42.099998,39.919998
47587.375,6.3299999,293.60001,145.3,39.869999
47587.41667,6.5300002,292.70001,143.3,39.77
47587.45833,8.9899998,289.20001,288.10001,39.470001
47587.5,10.51,289.70001,456.70001,39.139999
47587.54167,10.72,294.39999,472,38.959999
47587.58333,9.4899998,290.79999,359.39999,38.869999
47587.625,9.1199999,283.10001,337.79999,39.060001
47587.66667,10.44,287.39999,435.10001,34.950001
47587.70833,9.6999998,283.29999,424.29999,42.349998
47587.75,9.3699999,274.79999,387.39999,43.029999
47587.79167,7.8699999,260.60001,269,43
47587.83333,7.6599998,265.70001,237.89999,41.439999
47587.875,8.8299999,260.20001,404.29999,40.950001
47587.91667,8.0900002,280.39999,266.79999,39.990002
47587.95833,5.5700002,278.89999,119.5,36
47588,4.1300001,280.10001,47.299999,31.59
47588.04167,4.0999999,271.79999,42.400002,30.73
47588.08333,3.95,258.5,34.599998,29.16
47588.125,3.9000001,253.89999,28.1,28.780001
47588.16667,3.4000001,278.70001,10.5,37.950001
47588.20833,2.99,266.89999,-4.5999999,38.849998
47588.25,2.79,254.2,-4.5999999,39.529999
47588.29167,2.6300001,231.10001,-4.5999999,39.849998
47588.33333,2.6199999,213.5,-4.5999999,40.130001
47588.375,2.53,190.3,-4.5999999,40.57
47588.41667,1.72,137.5,-4.5999999,40.330002
47588.45833,1.83,113.7,-4.5999999,39.889999
47588.5,2.54,100.8,-4,39.5
47588.54167,3.4200001,81.800003,9.1999998,39.380001
47588.58333,4.77,96.300003,48.400002,39.330002
47588.625,4.9899998,99.300003,55.900002,39.389999
47588.66667,6.4400001,119.7,93.599998,39.639999
47588.70833,6.5300002,127.3,105.4,39.099998
47588.75,7.1599998,124.3,140.3,41.830002
47588.79167,8.3599997,114.9,224.2,42.490002
47588.83333,8.4399996,121.9,236.2,41.73
47588.875,7.79,141.5,215.2,40.599998
47588.91667,6.3600001,131.2,134.3,38.900002
47588.95833,8.25,142.10001,228.89999,38.669998
47589,9.3800001,156.89999,341.79999,38.279999
47589.04167,9.0500002,168.60001,291.60001,38.16
47589.08333,8.1899996,179.39999,250.3,38.360001
47589.125,8.9799995,186.8,356.29999,37.919998
47589.16667,7.8099999,177.2,198.3,37.400002
47589.20833,7.8600001,186.2,259.10001,47.200001
47589.25,8.4300003,201.60001,318.79999,56.099998
47589.29167,7.6100001,222.3,241.39999,64.989998
47589.33333,6.9299998,233.39999,195,58.970001
47589.375,6.8200002,236.5,150.2,55.740002
47589.41667,5.79,227.5,103.3,52.970001
47589.45833,7.23,228,202.10001,51.810001
47589.5,7.0300002,229.5,191.8,49.990002
47589.54167,8.0500002,238.10001,297.79999,46.299999
47589.58333,8.0699997,245.3,292.70001,45.790001
47589.625,6.6799998,242.7,192.10001,44.509998
47589.66667,7.1999998,240.89999,219,45.740002
47589.70833,7.4000001,246.10001,207.7,48.490002
47589.75,7.3899999,255.39999,196.7,52.84
47589.79167,6.1900001,246.10001,132.3,55
47589.83333,6.73,237.10001,156.8,48.080002
47589.875,8.0900002,233.2,262.29999,43.98
47589.91667,7.6100001,237.5,238.89999,41.549999
47589.95833,8.2600002,237.5,284.70001,36.959999
47590,8.4200001,236.60001,273,36.709999
47590.04167,8.7399998,233.5,313.29999,36.5
47590.08333,7.3400002,229.39999,214.3,35.5
47590.125,8.3800001,223.39999,261.20001,35.91
47590.16667,10.43,222.8,481.39999,35.240002
47590.20833,10.94,220.7,556.29999,47.740002
47590.25,11.05,221.5,573.70001,54.880001
47590.29167,10.61,223.60001,551.59998,56
47590.33333,10.45,224.2,566.90002,51.93
47590.375,11.16,219.89999,665,47.049999
47590.41667,10.84,211.2,618.29999,42.709999
47590.45833,10.97,206.5,765.59998,39.380001
47590.5,12.74,206.5,1000,41.779999
47590.54167,11.46,202,881.79999,40.380001
47590.58333,12.36,200.8,992.5,39.970001
47590.625,12.39,202.10001,992.29999,38.5
47590.66667,12.44,206.5,984.09998,43.650002
47590.70833,12.34,209.60001,918.90002,50.369999
47590.75,12.25,209.60001,931.59998,50.080002
47590.79167,13.09,208.3,1000,44.310001
47590.83333,12.23,199.5,1000,42.669998
47590.875,12.69,202.60001,1000,41.59
47590.91667,12.53,196.2,1000,39.830002
47590.95833,14.1,204.89999,1000,33.380001
47591,15.11,216.8,1000,33.18
47591.04167,15.18,221.8,1000,32.540001
47591.08333,14.69,233.3,1000,33
47591.125,13.61,244.8,1000,33.299999
47591.16667,11.67,247.3,853.40002,35.650002
47591.20833,10.45,247.5,669.5,44.830002
47591.25,10.83,254.10001,687.5,53.490002
47591.29167,10.65,257.60001,658.20001,55.43
47591.33333,9.5299997,252.8,389.70001,47
47591.375,9.8900003,241.60001,453.20001,44.029999
47591.41667,8.9700003,233.7,360.89999,42.279999
47591.45833,9.0799999,233.89999,381.39999,41.709999
47591.5,9.0299997,237,348.79999,40.889999
47591.54167,8.9700003,237.2,343.5,39.73
47591.58333,7.79,233.3,266.39999,37.990002
47591.625,7.9099998,233.5,280.60001,35
47591.66667,7.52,236.10001,236.39999,39.040001
47591.70833,7.0700002,241.3,207.7,46.279999
47591.75,6.3299999,243.10001,142.5,48.709999
47591.79167,5.3699999,241.5,81.300003,47.169998
47591.83333,4.6799998,237.89999,41,45.240002
47591.875,2.8599999,227.10001,6.4000001,41.740002
47591.91667,3.3199999,169.2,22.200001,37.400002
47591.95833,4.9499998,159,58.299999,35.799999
47592,6.4299998,162,105.6,33.029999
47592.04167,7.3099999,153.10001,166.8,33.400002
47592.08333,8.7399998,151.60001,266.5,33.700001
47592.125,11.22,155.8,541.90002,33.259998
47592.16667,12.45,156.89999,714,33.759998
47592.20833,12.29,159.2,692,43.27
47592.25,11.92,161.10001,652.59998,49.959999
47592.29167,11.6,161.8,599.20001,49.959999
47592.33333,12.42,162.60001,684.79999,46.189999
47592.375,12.86,161.7,754.40002,43
47592.41667,12.12,164.2,612,41.73
47592.45833,12.07,165.3,641.59998,39.919998
47592.5,11.75,169.3,626.5,39.66
47592.54167,10.91,168.5,505.70001,38.73
47592.58333,10.81,167,507.39999,34.119999
47592.625,11.22,163,575.79999,37.990002
47592.66667,11.29,160.5,587,42.639999
47592.70833,11.47,156.60001,617.40002,46.360001
47592.75,12.52,157.8,758,42.400002
47592.79167,10.57,152.3,522.59998,40.740002
47592.83333,11.33,155.3,707.79999,39.560001
47592.875,12.59,163.5,847.70001,39.599998
47592.91667,12.07,157.2,701.90002,33.040001
47592.95833,14.34,162.3,1000,32.18
47593,15.84,169.7,1000,32.200001
47593.04167,15.48,174.5,1000,31.23
47593.08333,15.4,175.10001,1000,30.059999
47593.125,14.17,179.3,1000,30.51
47593.16667,13.35,184.3,993.5,32.970001
47593.20833,11.51,193.89999,813.59998,42.279999
47593.25,9.6300001,203.3,448.60001,47.950001
47593.29167,7.9499998,212.8,203.8,48.93
47593.33333,7.6700001,235.39999,169.8,45.919998
47593.375,7.4499998,268.89999,173.2,43.02
47593.41667,6.7600002,282.89999,140.10001,41
47593.45833,7.5999999,286.79999,185.60001,37.709999
47593.5,7.6799998,275.20001,336.89999,33.07
47593.54167,8.9700003,277.60001,373.39999,35.869999
47593.58333,9.9300003,282.60001,427.60001,34.689999
47593.625,9.7399998,288.20001,377.89999,33.509998
47593.66667,10.84,293,422.89999,36.98
47593.70833,9.7600002,312.5,468.60001,41.139999
47593.75,9.46,321.39999,396.29999,38.209999
47593.79167,9.3500004,313,383.39999,37.830002
47593.83333,10.78,314.10001,445.39999,37.240002
47593.875,11.86,327.70001,638.40002,36.279999
47593.91667,10.93,324.10001,511.60001,32.189999
47593.95833,11.42,325.5,575.20001,32.82
47594,10.87,326.29999,542.40002,30.07
47594.04167,10.88,324.89999,470.70001,27.59
47594.08333,9.4499998,326.20001,381.70001,27.08
47594.125,9.3199997,320,329.79999,27.6
47594.16667,9.0799999,317.70001,305.20001,29.51
47594.20833,8.4099998,316.29999,230.3,32.060001
47594.25,7.1500001,311.39999,145.5,34.099998
47594.29167,6.8400002,310.5,125.9,34.939999
47594.33333,6.3600001,309.60001,86.099998,33.93
47594.375,5.6100001,300.20001,55.700001,33.950001
47594.41667,5.3099999,288.79999,67.400002,33.110001
47594.45833,4.71,281,74.400002,30.93
47594.5,5.1199999,280.5,64.099998,29.280001
47594.54167,5.3400002,278.20001,67.800003,24.01
47594.58333,4.6999998,287.10001,44,22.879999
47594.625,3.8900001,293.60001,25.5,25.940001
47594.66667,3.3199999,316.29999,5,26.139999
47594.70833,3.78,358,14.9,38.259998
47594.75,3.5699999,21.200001,13.9,41.240002
47594.79167,3.02,48,2.4000001,36.470001
47594.83333,2.21,63.599998,-4.5999999,36.34
47594.875,2.6900001,74.400002,-4.5999999,36.07
47594.91667,3.22,95.099998,-4.5999999,35
47594.95833,3.6300001,110.5,-4.3000002,29.02
47595,4.21,121.5,9.1999998,19.370001
47595.04167,4.73,127.6,22.4,28.469999
47595.08333,5.6100001,132.8,43.900002,30.91
47595.125,5.9899998,138.2,49.900002,31.91
47595.16667,5.4899998,144.3,50.099998,33.150002
47595.20833,5.3899999,142.10001,50.5,34.049999
47595.25,5.8299999,133.39999,68.099998,35.790001
47595.29167,6.79,135.60001,137.2,36.419998
47595.33333,8.2700005,136.3,260.10001,36.939999
47595.375,9.5,140,362.20001,37
47595.41667,10.23,134.7,436.20001,36.970001
47595.45833,12.14,139.2,707.90002,36.490002
47595.5,13.17,139.2,923.59998,36
47595.54167,13.95,140.89999,1000,35.610001
47595.58333,14.12,137.60001,1000,35.830002
47595.625,13.99,137.60001,1000,36.09
47595.66667,13.69,138.89999,1000,36.619999
47595.70833,14.89,139.3,1000,36.82
47595.75,14.5,141.8,1000,36.869999
47595.79167,13.05,145,873.40002,36.959999
47595.83333,14.46,144.89999,1000,36.139999
47595.875,14.92,153.10001,1000,32.34
47595.91667,18.35,166.8,1000,24.1
47595.95833,12.28,247,836.20001,18.49
47596,8.9300003,288.70001,307.39999,16.08
47596.04167,7.4099998,269.70001,214.8,13.85
47596.08333,9.29,266,469.70001,12.25
47596.125,9.6000004,290.39999,423.10001,14.07
47596.16667,10.65,282,631.29999,22.200001
47596.20833,12.61,275.20001,871.40002,39.16
47596.25,12.16,264.5,846.09998,47.419998
47596.29167,13.18,263.39999,997.90002,46.049999
47596.33333,14.27,260.5,1000,40.470001
47596.375,14.35,258.5,1000,38.990002
47596.41667,13.6,254.2,1000,37.990002
47596.45833,14.15,256.39999,1000,32.310001
47596.5,14.31,255.89999,1000,28.49
47596.54167,14.1,255,1000,26.459999
47596.58333,14.92,256.39999,1000,28.6
47596.625,14.54,259.5,1000,30.049999
47596.66667,14.21,258,1000,32.400002
47596.70833,13.5,259.60001,1000,39.720001
47596.75,12.85,254.89999,1000,39.209999
47596.79167,13.63,249.3,1000,37.439999
47596.83333,13.36,249.89999,1000,37
47596.875,13.11,242.10001,1000,35.990002
47596.91667,12.78,240.10001,991,34.759998
47596.95833,13.44,227.5,1000,30.9
47597,15,222.8,1000,30
47597.04167,16.07,220.8,1000,28.450001
47597.08333,16.469999,225.60001,1000,24.120001
47597.125,17.52,237.10001,1000,23.4
47597.16667,17.18,246.3,1000,30.1
47597.20833,17.93,255.60001,1000,36.369999
47597.25,16.07,263.79999,1000,40.279999
47597.29167,15.45,268.60001,1000,41.919998
47597.33333,16.57,268.60001,1000,37.549999
47597.375,17.83,268.20001,1000,28.030001
47597.41667,16.629999,261.79999,1000,25.530001
47597.45833,16.030001,266.29999,1000,28.43
47597.5,14.65,269.70001,1000,28.700001
47597.54167,14.34,271,1000,25.01
47597.58333,13.25,269.5,1000,28.51
47597.625,13.03,270.79999,1000,29.9
47597.66667,11.85,266.5,840.79999,36.369999
47597.70833,9.7200003,265.5,474.79999,41.310001
47597.75,8.8900003,254.5,362.20001,38.27
47597.79167,11.1,236.7,667.90002,37.139999
47597.83333,11.91,241,849.5,37.450001
47597.875,11.46,243.60001,760,37.25
47597.91667,7.5599999,232.8,221.5,36.459999
47597.95833,4.0500002,207.3,21.200001,28.68
47598,3.01,158.60001,-4.5999999,24.09
47598.04167,4.9899998,139.2,43.200001,18.799999
47598.08333,7.1399999,113.4,152.8,24.15
47598.125,8.3199997,93.599998,245.7,32.43
47598.16667,8.1700001,73.099998,267.60001,34.990002
47598.20833,8.8500004,38.299999,288.79999,37.700001
47598.25,8.5900002,18.200001,278.79999,39.779999
47598.29167,8.3199997,7.0999999,247.60001,40.91
47598.33333,6.4099998,335.70001,104.1,40.040001
47598.375,7.9699998,299.29999,195.89999,39.650002
47598.41667,10.19,278.79999,516.90002,39.139999
47598.45833,11.71,267.60001,818.59998,38.119999
47598.5,11.47,257.79999,776.59998,37.759998
47598.54167,10.64,255.10001,660.20001,37.360001
47598.58333,11.83,246.89999,872.20001,36.919998
47598.625,11.71,247.8,843,36.700001
47598.66667,9.9499998,247.8,518.90002,36.84
47598.70833,11.29,245.3,820.90002,34.990002
47598.75,10.83,265.70001,623.59998,38.75
47598.79167,9.6400003,268.60001,420.39999,40.18
47598.83333,10.02,252,544.70001,39.150002
47598.875,11.34,245.3,766.09998,36.380001
47598.91667,10.92,252.60001,650.09998,32.099998
47598.95833,12.23,259.5,795.40002,25.030001
47599,9.5900002,249.2,457.10001,23.08
47599.04167,9.79,256.20001,467.60001,29.66
47599.08333,8.29,244.39999,280.5,32.380001
47599.125,9.6099997,246.2,483.39999,32.619999
47599.16667,11.05,255.60001,663.79999,30.02
47599.20833,11.45,260.79999,732.70001,35.700001
47599.25,12.1,269.10001,840.59998,44.5
47599.29167,9.5200005,261.20001,442.70001,44.93
47599.33333,10.86,264.10001,649,38.970001
47599.375,11.5,262.39999,771.90002,37.130001
47599.41667,11.79,249.7,814.70001,37.419998
47599.45833,12.84,249.5,986.20001,37.150002
47599.5,12.94,253.8,1000,37.029999
47599.54167,13.7,258.89999,1000,29.59
47599.58333,13.64,258.5,1000,21.110001
47599.625,14.04,256.70001,1000,21.049999
47599.66667,13.72,253,1000,28.43
47599.70833,13.71,252.39999,1000,35.98
47599.75,13.71,251.7,1000,41.57
47599.79167,14.23,247.7,1000,42
47599.83333,14.72,250.60001,1000,40.98
47599.875,14.81,248.3,1000,37.66
47599.91667,14.25,247.8,1000,33.099998
47599.95833,14.9,248.3,1000,34.959999
47600,14.37,249.10001,1000,33.009998
47600.04167,14.53,248.5,1000,32.43
47600.08333,14.41,250.3,1000,30.74
47600.125,13.71,252.5,1000,30
47600.16667,12.51,246.8,941,35.549999
47600.20833,11.14,249.8,667.90002,44.48
47600.25,10.36,249.10001,553.40002,39.990002
47600.29167,9.3400002,252.10001,395.5,41.380001
47600.33333,8.0600004,258,232.3,41.040001
47600.375,6.5,253.2,118,40.279999
47600.41667,5.6999998,222.7,102.3,40.169998
47600.45833,6.1700001,219.7,123.5,37.66
47600.5,6.77,215.8,162.10001,35.049999
47600.54167,5.77,215.3,94.699997,33.080002
47600.58333,4.4200001,216.7,50,33.060001
47600.625,4.1799998,221.10001,37.5,33.57
47600.66667,3.8499999,219.5,23.299999,40.970001
47600.70833,2.2,221.8,-4.5999999,44.560001
47600.75,1.14,77.800003,-4.5999999,50.029999
47600.79167,3.6600001,242.8,19.1,52.990002
47600.83333,4.02,287.29999,20,45.860001
47600.875,3.3099999,282.60001,14,40.560001
47600.91667,2.8900001,307.79999,-4.5999999,33.470001
47600.95833,1.6900001,0.69999999,-4.5999999,28.48
47601,2.55,65.699997,1.3,21.1
47601.04167,4.75,76.699997,58.400002,25.26
47601.08333,5.52,71.699997,98.900002,33.169998
47601.125,6.71,66,162.3,32.720001
47601.16667,7.9000001,70.300003,247.7,32.549999
47601.20833,9.1400003,64.800003,368,34.84
47601.25,7.79,64.400002,220.8,36.02
47601.29167,9.0299997,60.799999,334.60001,36.560001
47601.33333,9.0500002,59.200001,324.5,37.18
47601.375,9.4300003,58,367.20001,37.02
47601.41667,9.9399996,44.5,410.89999,36.740002
47601.45833,10.18,39.099998,399.20001,35.98
47601.5,11.69,39.200001,605.5,35.52
47601.54167,11.58,34.400002,530.20001,34.98
47601.58333,12.25,34.799999,658.5,34.759998
47601.625,11.99,35.5,605.40002,34.959999
47601.66667,11.95,35.299999,579.29999,32.91
47601.70833,11.97,34.900002,585.20001,36.080002
47601.75,11.19,34.799999,477,42.169998
47601.79167,10.1,40.599998,362.29999,45.950001
47601.83333,9.9799995,35.5,343.89999,42.27
47601.875,10.02,36,349.5,39.509998
47601.91667,9.3000002,38.799999,283.5,35.959999
47601.95833,9.7399998,38.400002,333.89999,35.98
47602,8.7399998,35.400002,236.5,30.780001
47602.04167,9.0900002,33.599998,271.20001,27.83
47602.08333,8.6300001,35.900002,240.5,34.009998
47602.125,8.7700005,32.400002,245.3,33.950001
47602.16667,9.0600004,48.5,328.10001,33.599998
47602.20833,8.2299995,50.200001,239.89999,34.470001
47602.25,8.96,41.299999,265.79999,34.82
47602.29167,8.0900002,56.900002,243.8,35.610001
47602.33333,8.0200005,56.299999,223.10001,35.970001
47602.375,7.6599998,56.400002,194.8,36.029999
47602.41667,7.3099999,42.5,172.2,35.970001
47602.45833,8.3699999,36.700001,219,35.639999
47602.5,8.5799999,42.299999,244.10001,35.32
47602.54167,8.3299999,41,228.89999,34.990002
47602.58333,7.9499998,37,192.89999,34.450001
47602.625,9.0600004,37.599998,289.10001,34.619999
47602.66667,9.6300001,41.900002,357.20001,35.23
47602.70833,10.64,35.099998,452.70001,35.599998
47602.75,10.91,28.700001,463.89999,35.330002
47602.79167,11.92,27.1,591.40002,35.310001
47602.83333,12.88,33,768.09998,35.740002
47602.875,12.65,36.400002,779.20001,35.299999
47602.91667,12.64,37.299999,808.29999,33.389999
47602.95833,13.63,48.200001,1000,31.93
47603,15.95,47.099998,1000,30.360001
47603.04167,16.959999,46.700001,1000,25.09
47603.08333,17.83,47,1000,3.46
47603.125,19.16,45.400002,1000,2.65
47603.16667,20.440001,39.599998,1000,3.78
47603.20833,21.280001,41.5,1000,5.01
47603.25,19.82,48.299999,1000,18.24
47603.29167,19.610001,46.599998,1000,20.34
47603.33333,19.629999,49.700001,1000,14.97
47603.375,17.82,65.099998,1000,4.9
47603.41667,17.49,62.799999,1000,6.52
47603.45833,15.54,61.799999,1000,0.88
47603.5,13.54,85.599998,1000,3.6
47603.54167,13.96,108,1000,2.32
47603.58333,12.89,141.89999,909.90002,5.83
47603.625,14.44,198.39999,1000,26.68
47603.66667,12.83,196.8,1000,30.99
47603.70833,13.29,198.10001,1000,30.99
47603.75,12.88,195.10001,1000,33.810001
47603.79167,13.71,194,1000,34.43
47603.83333,14.56,188.7,1000,33.490002
47603.875,15.41,196.7,1000,33.09
47603.91667,11.42,187.39999,858.09998,30.780001
47603.95833,11.04,181.7,717.59998,18.91
47604,11.32,168,710.20001,10.99
47604.04167,10.31,181.7,603.09998,8.42
47604.08333,9.7299995,169.10001,443.79999,5.88
47604.125,7.27,168.2,182.8,4.5
47604.16667,6,177.3,103.9,0.13
47604.20833,7.8099999,171.10001,239.39999,4.91
47604.25,5.2800002,172.7,62.200001,14.98
47604.29167,2.3399999,198.39999,-4.5999999,24.34
47604.33333,0.63,160.60001,-4.5999999,28.99
47604.375,2.3399999,240.8,-4.5999999,31.030001
47604.41667,4.3899999,258.89999,31.1,28.67
47604.45833,6.1199999,258.89999,111.6,25.48
47604.5,7.0500002,257.20001,166.8,21.93
47604.54167,13.95,281.29999,1000,21.91
47604.58333,14.46,273.20001,1000,23.940001
47604.625,16.139999,267.60001,1000,26.24
47604.66667,17.290001,262,1000,30.32
47604.70833,17.41,269.89999,1000,31.01
47604.75,14.94,269.29999,1000,29.370001
47604.79167,12.38,259.20001,958.90002,28.85
47604.83333,12.96,250.3,1000,30.98
47604.875,13.09,242.3,1000,32.02
47604.91667,13.06,230.5,1000,27.93
47604.95833,13.86,225.10001,1000,32.029999
47605,13.63,219.39999,1000,28.07
